"GEOID","Population","Housing_Units"
"060610237001",1721,1107
"060610237002",1580,1047
"060610238001",1507,974
"060610239001",1346,469
"060610239002",1783,561
"060610213041",1966,734
"060610213042",881,287
"060610213044",1945,647
"060610213281",621,242
"060610214011",1295,473
"060610234001",931,298
"060610234002",2411,812
"060610234003",2379,770
"061010511001",749,303
"061010511002",710,308
"061150407011",1835,555
"061150407014",2715,800
"061150407022",2892,880
"061150407023",766,256
"061150408001",2360,844
"061150408002",716,274
"061150408003",1329,508
"060170307011",2417,849
"060610206011",1444,571
"060610206012",2201,839
"060610206014",1624,606
"060610206041",1003,377
"060610206042",2712,960
"060610206043",808,292
"060610206044",1404,548
"060610206051",1879,648
"060610206052",2252,846
"060610206053",1754,553
"060610206061",1725,608
"060610206062",1058,342
"060610206063",1513,508
"060610206071",2594,945
"060610206072",2505,867
"060610206083",881,358
"060610207101",1283,439
"060610207102",1212,488
"060610207103",1913,770
"060610207111",1486,760
"060610207112",2038,899
"060610207113",1034,452
"060610207152",1652,647
"060610207171",1267,642
"060610207172",3621,1345
"060610211031",2124,897
"060610211032",703,284
"060610211033",1201,474
"060610211034",876,336
"060610211061",880,343
"060610211081",766,329
"060610211082",2644,1150
"060610211091",2467,813
"060610211092",2182,867
"060610211093",945,311
"060610211291",2011,813
"060610211292",1442,628
"060610224001",2553,991
"060610224002",2340,1003
"060610205012",997,371
"060610205013",1056,443
"060610205022",659,353
"060610205023",1627,630
"060610206013",1988,714
"060610206081",1960,677
"060610206082",970,341
"060610211221",2194,931
"060610211222",1261,436
"060610211231",2433,921
"060610211233",1532,549
"060610211234",1672,670
"060610212031",2750,1097
"060610212032",2887,972
"060610212033",1794,662
"060610212041",1797,660
"060610212042",951,363
"060610235011",499,180
"060610235012",746,300
"060610235022",1739,591
"060610238002",1704,1037
"060170306011",1209,517
"060170306012",1205,529
"060170307012",2739,1013
"060170307013",1021,389
"060170308011",2756,1035
"060170308012",1591,623
"060170309011",1975,798
"060610204011",1696,802
"060610204021",1500,676
"060610204022",2011,912
"060610205021",2031,887
"060570001053",1191,531
"060610205011",920,359
"060610213043",1466,599
"060610215011",894,338
"060610215012",1287,518
"060610215014",2189,676
"060610216031",1980,928
"060610216032",2192,829
"060610216033",755,355
"060610216041",1456,570
"060610216042",1965,799
"060170306013",1104,500
"060170306014",1569,675
"060610203001",2115,1069
"060610203002",1524,745
"060610203003",1000,512
"060610204012",546,276
"060610215013",1541,777
"060610215021",2690,1107
"060610215022",1116,527
"060610218012",1678,690
"060610218013",729,276
"060610218021",1335,512
"060610218022",940,365
"060610218023",1178,451
"060610218024",1053,526
"060610218025",1546,731
"060570001061",913,367
"060570001062",1020,442
"060570001071",1160,454
"060570001073",1230,640
"060570001074",686,326
"060570001075",1590,743
"060610218011",1557,642
"060610218014",699,296
"060610219011",1438,532
"060610219012",1877,829
"060610219021",1967,837
"060610219022",1829,782
"060610219023",666,275
"060050002011",923,453
"060050003011",882,389
"060050003031",1928,991
"060050003033",2346,973
"060050002012",1373,726
"060050004011",1419,668
"060050004012",1166,625
"060050004013",1571,852
"060050004014",990,517
"060050004022",1078,470
"060050004023",890,413
"060050004024",1162,560
"060050005001",1176,581
"060050002013",860,448
"060050002021",898,474
"060170315032",1934,856
"060170308042",1265,511
"060170308043",2410,986
"060170309021",2043,798
"060170309022",1459,570
"060170315031",884,351
"060170315041",1538,732
"060170315042",935,360
"060170315044",1917,787
"060170315051",1451,638
"060170315052",990,391
"060170315053",925,412
"060170315062",999,525
"060170314071",1259,639
"060170314082",1505,738
"060170312001",1897,838
"060170314041",1505,632
"060170314042",1003,385
"060170314081",632,290
"060170315043",1166,518
"060170315061",1704,734
"060050001013",904,568
"060050001014",751,420
"060050001022",931,544
"060050004021",1798,884
"060090004001",579,327
"060090004002",608,312
"060050001011",777,671
"060050001012",997,625
"060050001015",580,367
"060050002022",870,512
"060090004003",1131,687
"060170314061",853,376
"060170314063",884,437
"060170314065",1115,525
"060170314091",656,367
"060170314093",759,406
"060170314092",980,620
"060170309012",1183,507
"060170309023",1327,562
"060170310001",662,320
"060170310002",1431,620
"060170310003",2387,1070
"060170310004",1834,752
"060170311001",1653,721
"060170311002",1128,552
"060170312003",745,271
"060170306031",772,368
"060170306032",964,475
"060170306051",847,398
"060170306052",849,399
"060170306061",1320,578
"060170306063",1240,562
"060170306033",1499,767
"060170311003",1772,764
"060170311004",1081,536
"060170312002",1743,813
"060170312004",772,365
"060170313011",1097,515
"060170313012",1044,461
"060170313013",1262,579
"060170306062",1581,671
"060610202001",2507,1051
"060610202002",2815,1235
"060610202004",577,272
"060610220022",2310,1054
"060170306041",814,457
"060170313021",912,478
"060170313022",1733,765
"060170313023",1034,533
"060170313024",1136,556
"060170314051",1734,852
"060170314052",750,352
"060170314062",1257,652
"060170314064",1417,666
"060170306034",166,507
"060430002001",1906,1033
"060430002002",606,375
"061090042023",1011,678
"061090022014",1106,484
"061090032003",1004,479
"061090032005",976,472
"061090032006",683,320
"061090041011",1922,821
"061090042011",676,570
"061090042021",442,573
"061090042022",635,843
"061090032004",833,344
"061090042012",559,788
"061090042014",506,258
"060430002003",694,483
"061090022011",849,414
"061090022012",1699,795
"061090022013",1686,742
"061090022021",1199,559
"061090022022",565,342
"061090031011",1124,851
"061090031012",579,721
"061090031013",752,480
"061090031021",1261,963
"061090031022",771,924
"061090031023",538,526
"061090031031",695,418
"061090032001",1442,615
"061090032002",734,306
"060090005041",509,1149
"060090005061",758,1593
"061090021021",887,682
"061090031032",619,2149
"060430004001",754,502
"060510001012",624,836
"061090042013",235,89
"060510001023",663,744
"060030100001",1204,1540
"060050001021",961,1107
"060090005042",249,1056
"060170305021",818,642
"060170305022",576,417
"060170305023",883,560
"060170319001",155,1237
"060170320022",36,452
"060170304021",772,607
"060170304032",373,704
"060170305024",491,354
"060170320011",672,1293
"060170320021",232,1097
"060179900000",0,0
"060610223002",463,1076
"060170304025",616,382
"060170305043",790,755
"060170305061",1009,846
"060170305071",594,396
"060170305072",648,570
"060170305073",475,416
"060170302011",731,522
"060170302012",703,715
"060170302013",819,394
"060170302021",750,480
"060170302022",793,606
"060170302023",598,345
"060170303011",792,489
"060170303012",1146,696
"060170303013",765,473
"060170303021",864,522
"060170303022",823,660
"060170303023",625,514
"060170303024",591,504
"060170304022",798,459
"060170304023",684,421
"060170304024",977,534
"060170304031",642,470
"060170304033",376,682
"060170304041",682,451
"060170304042",864,625
"060170304043",571,350
"060170305041",1097,815
"060170305042",692,604
"060170316011",859,527
"060170316012",632,396
"060170316013",586,922
"060170316021",1229,878
"060170316022",699,646
"060510001021",570,285
"060510001022",810,433
"061150403011",1559,567
"061150403012",2041,677
"061150403041",3088,886
"061150403042",1442,490
"061150403043",2057,632
"061150403051",2755,914
"061150405001",1326,400
"061150405002",1501,525
"061150405003",1175,387
"061150406001",1788,540
"061150406002",1276,405
"061150406003",1457,472
"061150406004",735,249
"061150406005",1140,377
"061150409011",1554,568
"061150409012",1493,561
"061150409021",73,152
"061150409022",747,487
"061150409023",961,355
"061150409024",631,316
"061150410011",964,358
"061150410012",1104,469
"060070032002",1528,563
"060070033001",2014,826
"060070033002",1012,473
"061150410013",1526,588
"061150410021",945,436
"061150410022",1584,647
"061150410023",1406,608
"061150411012",977,478
"060570002001",1124,492
"060570002002",1548,701
"060570004031",1894,804
"060570003001",829,351
"060570004011",774,349
"060570004012",1443,798
"060570004013",1849,880
"060570004014",1866,979
"060570004041",1616,673
"060570004042",1450,653
"060570004043",2024,963
"060570001021",1466,638
"060570001022",1718,741
"060570001023",2340,947
"060570001024",1453,643
"060570001042",1470,781
"060570001043",869,444
"060570001051",897,402
"060570001052",719,290
"060570003002",1667,729
"060570001072",1344,600
"060570007021",1956,950
"060610220021",1141,536
"060610220023",1301,549
"060610220024",1817,745
"060570001041",1066,492
"060570005021",846,473
"060570005022",1104,544
"060570005023",1675,825
"060570005024",1093,491
"060570005031",1225,542
"060570005041",1065,537
"060570005042",1118,553
"060570005043",1087,343
"060570005044",1143,608
"060570005045",735,363
"060570006011",1907,821
"060570006021",1359,650
"060570006022",1330,661
"060570006023",1637,707
"060570006024",804,397
"060570007022",2123,917
"060570008024",1724,824
"060570007013",1178,510
"060570007014",919,401
"060570007015",1572,692
"060570008021",813,375
"060570009002",1509,685
"060570009003",615,312
"061150411013",1078,609
"061150411021",1506,727
"060570008011",1403,654
"060570008022",2262,1197
"060570008023",1257,569
"060570008025",644,301
"060570009001",1352,692
"060070024023",1429,791
"060070025001",975,352
"060070025002",1507,543
"060070025004",1357,542
"060070026011",701,337
"060070026012",887,464
"060070026013",886,385
"060070026021",1415,600
"060070026022",1722,883
"060070026023",843,357
"060070027001",847,342
"060070027002",1125,447
"060070027003",662,262
"060070027004",941,373
"060070027005",1452,594
"060070027006",806,340
"060070028001",669,364
"060070028002",1004,455
"060070028004",754,283
"060070028005",837,358
"060070030011",878,353
"060070030012",658,265
"060070030013",891,298
"060070030014",714,254
"060070030022",873,300
"060070030023",1034,332
"060070030024",893,313
"060070031001",1290,504
"060070031002",1098,421
"060070031003",884,342
"060070031004",1303,539
"060070032001",1295,532
"060070032003",1529,584
"060070024012",873,492
"060070024022",1276,786
"060070024021",850,513
"061150411011",1132,616
"060570007011",850,395
"060570007012",1290,623
"060610220132",1022,486
"060610220133",930,492
"060610220131",881,517
"060570007016",1772,897
"060570008012",1894,864
"060570008013",1992,1003
"060610202003",530,291
"060570009004",798,879
"060610220143",412,1360
"060910100003",641,554
"060910100004",687,626
"060630002012",905,1134
"060630003002",1258,722
"060070024011",545,388
"060070016011",1224,872
"060070017041",651,362
"060630001001",872,482
"060630001002",770,396
"060630002022",588,843
"060630004002",780,461
"060630004003",1026,595
"060630005011",634,548
"060350402001",934,596
"060350402002",782,513
"060630005012",1566,857
"060630005021",451,1486
"060630005022",457,992
"060350402003",743,1071
"060630005023",872,1040
"060630001003",669,359
"060630001004",1464,650
"060630001005",758,364
"060630001006",738,371
"060630002021",660,418
"060630002011",925,1045
"060630004001",758,516
"060630003001",987,455
"060630003003",1360,692
"060630003004",1292,970
"060350403022",1386,555
"060350403023",1660,750
"060350403032",1020,513
"060350403033",775,368
"060350403041",915,477
"060350403042",889,419
"060350403052",1052,476
"060350403053",1186,576
"060350403021",1297,535
"060350403031",1409,677
"060350404001",1272,538
"060350404002",7514,8
"060350405001",1214,524
"060350405002",1831,812
"060610220112",1506,1233
"060610220141",509,1531
"060610220142",608,873
"060610221001",702,1070
"060610221002",199,387
"060610222002",698,719
"060610223001",183,421
"060610201041",459,872
"060610201042",329,535
"060610201043",539,572
"060610201051",460,830
"060610201052",859,1134
"060610201061",852,842
"060610201071",1359,926
"060610201072",1215,601
"060610201073",741,430
"060610222001",204,664
"060619900000",0,0
"060570012051",2177,941
"060570012052",2075,795
"060570012053",630,448
"060570012071",736,344
"060570012072",1783,891
"060570012073",1900,888
"060570012074",1099,488
"060570012081",755,1403
"060570012082",1025,1096
"060570012091",888,468
"060570012092",989,1664
"060570012101",502,1046
"060570012102",533,923
"060570012103",560,956
"060570012111",660,280
"060570012112",662,888
"060610201062",791,1125
"060610220111",786,3001
"060910100001",667,297
"060910100002",525,297
"060910100005",716,353
"060350406001",1144,569
"060350406002",1266,118
"060350406003",883,460
"060510001011",1134,595
"060510001024",499,299
"060510002011",1478,922
"060510002012",720,919
"060510002021",670,1595
"060510002022",508,850
"060510002023",812,1815
"060510002024",1417,744
"060510002025",799,1417
"060710103001",690,326
"060710103002",953,540
"060710250001",8111,2468
"060710107001",895,489
"060710107002",1575,720
"060710107003",1261,520
"060230108002",1369,545
"060230108003",1012,441
"060230108004",1234,534
"060230109011",978,391
"060230109012",1175,572
"060230109013",2572,1029
"060230109023",1201,530
"060230109024",1396,585
"060230110001",2286,905
"060230110002",1477,670
"060230110003",862,360
"060230111001",1051,469
"060230111002",1544,632
"060230112001",893,462
"060230112002",1088,494
"060230107013",856,441
"060230107014",1807,696
"060230107021",585,346
"060230108001",1295,575
"060239901000",0,0
"060230001001",1832,764
"060230001002",1251,652
"060230001003",677,324
"060230001004",992,473
"060230002001",950,448
"060230002002",858,382
"060230002003",772,344
"060230002004",1481,578
"060230002005",702,302
"060230002006",1257,527
"060230003001",908,351
"060230003002",654,264
"060230003003",870,351
"060230003004",1758,744
"060230003005",1330,619
"060230004001",1144,468
"060230004002",1179,484
"060230004003",1777,770
"060230005001",1113,542
"060230005002",831,535
"060230005003",750,354
"060230005004",932,472
"060230006001",783,337
"060230006002",998,375
"060230006003",870,358
"060230006004",1180,580
"060230006005",1146,518
"060230007001",1210,539
"060230007002",1858,827
"060230007003",1550,630
"060230007004",878,401
"060230008001",1467,657
"060230008002",1492,689
"060230008003",1909,863
"060230009004",1378,636
"060230106001",1246,575
"060230107011",843,345
"060230107012",835,310
"060230107022",1985,842
"060230009001",1833,821
